ID,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
A115336,2010-04-23 07:17:50 UTC,-73.974551,40.761285,-73.885482,40.771384,1
A115337,2010-04-17 19:19:19 UTC,-74.001573,40.727515,-73.967402,40.763441,1
A115338,2010-04-19 14:12:00 UTC,-73.980992,40.764153,-73.991177,40.750827,2
A115339,2010-04-19 13:55:24 UTC,-73.965108,40.759464,-73.998519,40.733938,1
A115340,2010-04-14 10:05:21 UTC,-73.993838,40.746007,-73.985103,40.76354,1
A115341,2010-04-14 16:48:00 UTC,-73.96352,40.76509,-73.97802,40.771923,5
A115342,2010-04-13 16:32:35 UTC,-73.964699,40.759068,-73.976312,40.744386,4
A115343,2010-04-13 01:23:09 UTC,-73.977717,40.761826,-73.955814,40.772319,1
A115344,2010-04-16 20:22:34 UTC,-73.967525,40.752365,-73.963242,40.755961,2
A115345,2010-04-11 13:54:35 UTC,-73.988356,40.774495,-73.982722,40.767104,1
A115346,2010-04-22 23:24:00 UTC,-73.99374,40.761952,-73.95461,40.76962,2
A115347,2010-04-24 13:23:00 UTC,-73.975918,40.728703,-73.994538,40.73654,1
A115348,2010-04-20 11:16:22 UTC,-73.947356,40.779456,-73.961688,40.795529,2
A115349,2010-04-17 01:37:51 UTC,-73.939644,40.706873,-73.994927,40.741588,2
A115350,2010-04-22 18:30:48 UTC,-73.968132,40.751069,-73.945009,40.773374,1
A115351,2010-04-16 08:27:09 UTC,-73.951215,40.77404,-73.955755,40.77932,1
A115352,2010-04-17 16:53:06 UTC,-73.980743,40.721549,-73.994294,40.699969,1
A115353,2010-04-24 17:18:39 UTC,-73.957311,40.780288,-73.956974,40.780003,1
A115354,2010-04-23 23:12:26 UTC,-73.993721,40.758816,-73.983199,40.72649,2
A115355,2010-04-14 16:50:09 UTC,-73.988148,40.750935,-74.008094,40.748567,1
A115356,2010-04-23 08:58:45 UTC,-73.962365,40.759068,-73.999361,40.738525,1
A115357,2010-04-24 17:15:52 UTC,-73.985327,40.759091,-73.965961,40.795128,2
A115358,2010-04-19 06:58:38 UTC,-73.952687,40.792119,-74.010115,40.714708,1
A115359,2010-04-14 17:47:31 UTC,-73.956764,40.777423,-73.932057,40.795319,1
A115360,2010-04-18 10:58:18 UTC,-73.980568,40.759922,-74.002598,40.732674,2
A115361,2010-04-17 14:09:46 UTC,-73.998296,40.722847,-73.963701,40.709581,2
A115362,2010-04-23 02:27:23 UTC,-74.006289,40.744329,-73.988875,40.722789,1
A115363,2010-04-18 02:12:16 UTC,-73.972146,40.755817,-73.955669,40.768289,1
A115364,2010-04-22 12:45:59 UTC,-74.015942,40.71119,-73.996102,40.721892,1
A115365,2010-04-23 11:41:28 UTC,-73.994113,40.751045,-73.97878,40.75265,1
A115366,2010-04-20 17:27:42 UTC,-73.955782,40.779396,-73.959987,40.778754,1
A115367,2010-04-15 23:38:54 UTC,-73.987575,40.765228,-73.997632,40.746368,1
A115368,2010-04-18 13:30:20 UTC,-73.98062,40.733872,-73.993504,40.752347,2
A115369,2010-04-20 22:44:44 UTC,-73.99092,40.746287,-73.98999,40.736877,1
A115370,2010-04-22 18:39:09 UTC,-73.972419,40.75567,-73.974669,40.792982,2
A115371,2010-04-13 09:29:10 UTC,-73.973893,40.76294,-73.977526,40.745468,1
A115372,2010-04-15 19:16:59 UTC,-73.961114,40.760668,-73.896661,40.746251,1
A115373,2010-04-18 17:50:13 UTC,-73.981959,40.775323,-73.971925,40.783086,1
A115374,2010-04-21 09:36:51 UTC,-73.978843,40.777303,-73.965577,40.765794,1
A115375,2010-04-21 18:05:20 UTC,-73.979607,40.743709,-73.994354,40.737295,1
A115376,2010-04-17 20:53:33 UTC,-73.985977,40.757583,-73.99976,40.738435,2
A115377,2010-04-17 23:28:34 UTC,-73.994671,40.725032,-73.998111,40.750836,1
A115378,2010-04-11 23:40:39 UTC,-73.991175,40.724031,-73.960439,40.800033,1
A115379,2010-04-24 16:15:08 UTC,-73.993935,40.720975,-73.97138,40.75862,2
A115380,2010-04-18 18:52:01 UTC,-73.982362,40.768486,-73.978858,40.791067,1
A115381,2010-04-11 14:53:37 UTC,-74.008659,40.713918,-73.992211,40.749275,3
A115382,2010-04-13 19:40:09 UTC,-73.957279,40.774217,-73.948927,40.773862,2
A115383,2010-04-24 14:01:14 UTC,-73.950631,40.78362,-73.94363,40.795325,1
A115384,2010-04-22 16:34:40 UTC,-73.870155,40.773537,-73.97512,40.765841,2
A115385,2010-04-17 12:40:20 UTC,-73.953412,40.777694,-73.968701,40.764479,1
A115386,2010-04-18 10:51:43 UTC,-73.991346,40.749805,-73.971448,40.743795,2
A115387,2010-04-17 06:54:00 UTC,-73.956567,40.802875,-73.965007,40.791887,3
A115388,2010-04-14 20:32:00 UTC,-73.98115,40.741657,-73.979703,40.755107,1
A115389,2010-04-15 19:56:42 UTC,-73.790413,40.64384,-73.790295,40.643736,1
A115390,2010-04-25 01:45:33 UTC,-73.989131,40.736582,-73.994029,40.72875,1
A115391,2010-04-17 00:01:40 UTC,-73.971627,40.792146,-73.987757,40.744035,1
A115392,2010-04-15 08:50:30 UTC,-73.953568,40.767123,-73.972542,40.747417,1
A115393,2010-04-16 08:50:17 UTC,-73.968747,40.768245,-73.988598,40.753016,1
A115394,2010-04-14 23:18:58 UTC,-74.00598,40.746027,-73.954008,40.676428,2
A115395,2010-04-11 21:48:55 UTC,-73.986298,40.762202,-74.013739,40.714716,1
A115396,2010-04-22 01:14:52 UTC,-73.985112,40.763541,-74.005586,40.726497,1
A115397,2010-04-12 10:01:20 UTC,-73.975621,40.733265,-73.991388,40.742363,1
A115398,2010-04-12 22:57:01 UTC,-73.87108,40.77383,-73.857183,40.733846,2
A115399,2010-04-20 07:29:30 UTC,-73.989212,40.757812,-74.012992,40.705759,2
A115400,2010-04-15 03:25:03 UTC,-73.988726,40.731395,-73.992095,40.749349,1
A115401,2010-04-14 16:28:38 UTC,-74.006296,40.73378,-73.993341,40.737833,1
A115402,2010-04-11 19:49:58 UTC,-73.990329,40.761356,-73.996072,40.733775,1
A115403,2010-04-24 09:39:10 UTC,-73.953097,40.771701,-73.975787,40.760542,1
A115404,2010-04-21 19:37:56 UTC,-73.990822,40.765219,-74.008243,40.749007,1
A115405,2010-04-24 11:56:04 UTC,-73.967651,40.803125,-73.975064,40.782738,1
A115406,2010-04-15 05:33:04 UTC,-73.940191,40.751119,-73.950688,40.771436,1
A115407,2010-04-17 22:34:08 UTC,-73.989155,40.720302,-73.988715,40.731302,1
A115408,2010-04-18 19:27:16 UTC,-74.005488,40.741128,-73.975187,40.783648,1
A115409,2010-04-14 20:13:28 UTC,-74.008281,40.712128,-73.939518,40.848747,1
A115410,2010-04-23 08:53:12 UTC,-73.967752,40.76281,-73.961878,40.765016,1
A115411,2010-04-17 20:40:55 UTC,-73.970297,40.789187,-73.978765,40.77764,2
A115412,2010-04-20 22:27:38 UTC,-73.985255,40.747643,-73.882361,40.75584,1
A115413,2010-04-23 02:06:40 UTC,-73.976672,40.749309,-73.968049,40.760633,1
A115414,2010-04-18 04:46:29 UTC,-74.005724,40.743552,-74.016393,40.705261,1
A115415,2010-04-22 22:47:51 UTC,-73.970184,40.759235,-74.007957,40.704671,1
A115416,2010-04-14 10:56:37 UTC,-73.995502,40.733359,-73.994346,40.739479,1
A115417,2010-04-12 08:18:18 UTC,-73.991522,40.749392,-73.98863,40.742897,1
A115418,2010-04-23 13:12:59 UTC,-73.949911,40.78033,-73.96897,40.754465,1
A115419,2010-04-23 13:03:52 UTC,-73.998334,40.726313,-74.008627,40.7264,1
A115420,2010-04-12 17:06:56 UTC,-73.979655,40.766188,-73.991508,40.749952,1
A115421,2010-04-15 20:32:16 UTC,-73.9795,40.743935,-73.97724,40.7478,2
A115422,2010-04-11 05:11:43 UTC,-73.997721,40.761555,-74.004187,40.72551,2
A115423,2010-04-17 03:29:35 UTC,-73.969157,40.758249,-73.776228,40.67621,1
A115424,2010-04-22 15:03:48 UTC,-73.995829,40.764328,-73.994128,40.752292,2
A115425,2010-04-22 14:50:21 UTC,-73.969169,40.763848,-73.977601,40.774437,2
A115426,2010-04-20 18:56:29 UTC,-73.967735,40.762862,-73.984392,40.768317,2
A115427,2010-04-18 13:21:31 UTC,-74.004043,40.742163,-73.993004,40.734001,2
A115428,2010-04-21 21:27:19 UTC,-73.995861,40.726419,-74.005253,40.723741,2
A115429,2010-04-13 22:05:34 UTC,-73.974,40.756166,-73.986217,40.76219,2
A115430,2010-04-17 22:54:32 UTC,-73.973231,40.748793,-73.992428,40.725462,3
A115431,2010-04-13 17:34:52 UTC,-74.011602,40.704008,-73.979815,40.730279,1
A115432,2010-04-22 09:42:55 UTC,-73.978643,40.758288,-74.00573,40.740218,1
A115433,2010-04-12 07:41:22 UTC,-74.00889,40.713979,-73.990929,40.75583,3
A115434,2010-04-19 13:21:25 UTC,-73.9695,40.757428,-73.970876,40.7651,1
A115435,2010-04-11 15:29:37 UTC,-74.007578,40.71262,-74.002905,40.717029,2
A115436,2010-04-22 11:48:22 UTC,-73.960689,40.775613,-73.982264,40.771286,1
A115437,2010-04-19 21:40:31 UTC,-73.976539,40.765017,-73.978642,40.779034,1
A115438,2010-04-20 20:27:30 UTC,-73.971715,40.763808,-73.973058,40.736951,1
A115439,2010-04-25 03:26:02 UTC,-73.99765,40.721046,-74.004229,40.742838,2
A115440,2010-04-20 15:38:28 UTC,-73.874638,40.774152,-73.753138,40.723916,1
A115441,2010-04-17 18:23:52 UTC,-73.99596,40.732892,-73.979114,40.789636,1
A115442,2010-04-21 13:34:24 UTC,-73.863168,40.77015,-73.983635,40.755342,1
A115443,2010-04-14 23:41:28 UTC,-73.981141,40.774285,-74.000487,40.747896,1
A115444,2010-04-11 16:11:27 UTC,-73.989428,40.688742,-73.988723,40.695068,1
A115445,2010-04-21 14:24:56 UTC,-73.9836,40.767081,-73.947913,40.827881,2
A115446,2010-04-14 18:10:01 UTC,-73.950411,40.779763,-73.977783,40.78885,1
A115447,2010-04-11 04:28:23 UTC,-73.997319,40.721346,-74.007865,40.705647,1
A115448,2010-04-13 13:10:24 UTC,-73.996079,40.724765,-73.954737,40.765455,1
A115449,2010-04-18 17:41:01 UTC,-73.988247,40.696384,-73.989375,40.688774,2
A115450,2010-04-22 19:15:11 UTC,-73.995291,40.717313,-73.99222,40.725482,1
A115451,2010-04-18 21:25:07 UTC,-73.990835,40.736572,-73.982213,40.725425,3
A115452,2010-04-24 22:34:51 UTC,-74.003398,40.732504,-74.008024,40.707616,2
A115453,2010-04-23 15:13:02 UTC,-74.006147,40.748458,-74.009744,40.721974,2
A115454,2010-04-17 00:42:25 UTC,-73.957943,40.761087,-73.960201,40.698604,2
A115455,2010-04-15 09:29:32 UTC,-73.986419,40.766523,-73.992294,40.758827,3
A115456,2010-04-13 19:51:43 UTC,-74.007532,40.725787,-73.991115,40.736627,1
A115457,2010-04-21 09:35:00 UTC,-73.983732,40.749632,-74.008182,40.737792,1
A115458,2010-04-15 12:41:30 UTC,-74.005632,40.741142,-73.99587,40.748831,1
A115459,2010-04-21 22:07:33 UTC,-73.987547,40.754955,-74.013427,40.709231,1
A115460,2010-04-13 08:10:00 UTC,-73.987522,40.732633,-73.973097,40.762655,1
A115461,2010-04-14 16:55:34 UTC,-73.984832,40.745804,-73.979312,40.751903,1
A115462,2010-04-18 13:39:28 UTC,-73.982223,40.775686,-73.977792,40.759577,2
A115463,2010-04-19 10:36:31 UTC,-73.965236,40.772361,-73.947911,40.770754,2
A115464,2010-04-12 13:16:25 UTC,-73.983242,40.762087,-73.991846,40.759465,1
A115465,2010-04-21 13:34:39 UTC,-73.956248,40.763634,-73.976493,40.738674,1
A115466,2010-04-20 04:48:33 UTC,-73.958364,40.765435,-73.785409,40.645455,1
A115467,2010-04-15 21:30:44 UTC,-73.988861,40.726922,-74.000773,40.736082,1
A115468,2010-04-12 21:04:20 UTC,-73.997368,40.719442,-73.98822,40.779084,1
A115469,2010-04-13 20:35:03 UTC,-73.969912,40.789781,-73.963126,40.775089,1
A115470,2010-04-23 15:20:25 UTC,-73.990863,40.733918,-73.985304,40.758221,4
A115471,2010-04-23 12:41:00 UTC,-73.874962,40.774176,-73.842236,40.64889,1
A115472,2010-04-23 09:24:08 UTC,-73.987959,40.769741,-73.993181,40.757562,1
A115473,2010-04-11 07:00:02 UTC,-73.95577,40.779751,-73.95275,40.789414,1
A115474,2010-04-20 13:47:15 UTC,-73.955891,40.764052,-74.001582,40.733643,1
A115475,2010-04-22 22:24:50 UTC,-73.988569,40.736474,-73.995963,40.760751,1
A115476,2010-04-20 15:33:16 UTC,-73.977528,40.761134,-73.871264,40.77414,2
A115477,2010-04-20 16:58:07 UTC,-73.983191,40.781678,-73.968689,40.793337,2
A115478,2010-04-16 20:39:30 UTC,-73.992361,40.737917,-74.002285,40.737976,1
A115479,2010-04-15 00:08:48 UTC,-73.979751,40.776331,-73.965288,40.759513,1
A115480,2010-04-23 21:26:13 UTC,-73.982047,40.768376,-73.976532,40.765681,1
A115481,2010-04-22 20:49:05 UTC,-74.002375,40.74018,-73.994348,40.761373,1
A115482,2010-04-14 15:28:33 UTC,-73.953421,40.779528,-73.962849,40.762702,2
A115483,2010-04-16 18:00:30 UTC,-73.958685,40.763915,-73.972395,40.754706,1
A115484,2010-04-15 17:39:37 UTC,-73.948037,40.776297,-73.979453,40.754974,1
A115485,2010-04-11 07:41:28 UTC,-73.982841,40.738903,-73.992946,40.737251,1
A115486,2010-04-18 01:12:59 UTC,-73.990954,40.724535,-74.007118,40.705287,1
A115487,2010-04-19 10:30:27 UTC,-73.862624,40.768999,-73.98209,40.757423,1
A115488,2010-04-21 10:44:14 UTC,-73.967673,40.760806,-73.967274,40.765175,1
A115489,2010-04-22 21:01:15 UTC,-73.970405,40.75219,-73.991394,40.744208,1
A115490,2010-04-19 07:43:39 UTC,-73.942232,40.754396,-73.976824,40.739116,1
A115491,2010-04-12 22:13:03 UTC,-74.000356,40.737759,-74.004916,40.733293,1
A115492,2010-04-20 14:49:44 UTC,-74.001899,40.741036,-73.985369,40.744205,1
A115493,2010-04-24 19:26:50 UTC,-73.977517,40.779282,-73.982349,40.768823,2
A115494,2010-04-15 18:19:02 UTC,-73.973585,40.763845,-73.966353,40.77064,1
A115495,2010-04-25 00:37:27 UTC,-73.953947,40.775043,-73.894917,40.725009,1
A115496,2010-04-13 18:26:12 UTC,-73.954148,40.774466,-73.973726,40.76497,1
A115497,2010-04-15 00:19:00 UTC,-73.982392,40.760802,-73.978927,40.744568,1
A115498,2010-04-13 09:27:20 UTC,-73.930747,40.662283,-73.997543,40.724645,1
A115499,2010-04-20 14:47:48 UTC,-73.990091,40.76229,-73.982558,40.768945,1
A115500,2010-04-20 08:02:58 UTC,-73.989327,40.757452,-74.012073,40.707675,1
A115501,2010-04-12 15:59:12 UTC,-73.981787,40.778636,-73.976585,40.789221,1
A115502,2010-04-23 02:30:14 UTC,-73.988637,40.722664,-73.986287,40.734524,1
A115503,2010-04-18 02:42:33 UTC,-73.993853,40.720703,-73.9781,40.777121,2
A115504,2010-04-14 19:20:29 UTC,-73.993949,40.720583,-73.993178,40.720048,1
A115505,2010-04-17 14:38:26 UTC,-73.974862,40.750726,-73.989155,40.721973,1
A115506,2010-04-22 17:36:51 UTC,-73.991124,40.760549,-73.985104,40.780185,1
A115507,2010-04-24 18:49:22 UTC,-73.98256,40.751705,-73.994486,40.756497,1
A115508,2010-04-15 18:43:35 UTC,-73.996801,40.737552,-74.004358,40.731267,1
A115509,2010-04-16 13:27:16 UTC,-73.976304,40.758917,-73.973343,40.755347,1
A115510,2010-04-15 05:34:58 UTC,-73.951536,40.777777,-73.94676,40.78065,1
A115511,2010-04-15 13:32:56 UTC,-73.994201,40.741163,-74.000882,40.725931,1
A115512,2010-04-18 21:09:01 UTC,-74.004766,40.75189,-73.99819,40.740548,1
A115513,2010-04-15 23:10:47 UTC,-73.998428,40.750419,-73.998676,40.740616,1
A115514,2010-04-12 21:57:37 UTC,-73.99148,40.744067,-74.017156,40.705295,1
A115515,2010-04-25 02:19:10 UTC,-73.987761,40.728453,-73.991121,40.714631,2
A115516,2010-04-19 14:20:13 UTC,-73.988723,40.752367,-73.973746,40.752834,1
A115517,2010-04-17 04:10:11 UTC,-73.987465,40.724799,-73.988473,40.711307,4
A115518,2010-04-12 20:57:05 UTC,-73.988347,40.744424,-74.005535,40.745126,1
A115519,2010-04-13 19:58:08 UTC,-73.973982,40.763599,-73.996629,40.720404,1
A115520,2010-04-14 11:09:41 UTC,-73.971741,40.757014,-74.004618,40.741558,1
A115521,2010-04-15 09:19:40 UTC,-73.978678,40.751133,-73.999145,40.731,1
A115522,2010-04-11 23:40:01 UTC,-73.982219,40.768372,-73.982813,40.755938,1
A115523,2010-04-15 14:10:54 UTC,-73.862574,40.769411,-73.981559,40.762446,1
A115524,2010-04-22 11:39:31 UTC,-73.986203,40.758825,-73.991895,40.746642,1
A115525,2010-04-11 22:21:37 UTC,-73.802545,40.676471,-74.003942,40.735424,4
A115526,2010-04-23 22:24:07 UTC,-74.00569,40.740572,-73.994913,40.71976,2
A115527,2010-04-15 15:18:01 UTC,-74.003067,40.718327,-73.957924,40.717661,1
A115528,2010-04-23 23:58:00 UTC,-73.95636,40.771622,-73.976028,40.741945,5
A115529,2010-04-24 21:10:05 UTC,-74.014656,40.716806,-73.960267,40.77383,1
A115530,2010-04-12 16:25:15 UTC,-73.984184,40.7545,-73.969448,40.760079,1
A115531,2010-04-15 02:40:29 UTC,-73.98765,40.724474,-73.949906,40.703889,1
A115532,2010-04-22 12:04:32 UTC,-73.862761,40.769204,-73.975049,40.758928,1
A115533,2010-04-21 07:32:04 UTC,-73.953918,40.779115,-73.937999,40.804659,1
A115534,2010-04-18 11:51:32 UTC,-73.977572,40.787203,-73.982973,40.781563,1
A115535,2010-04-13 08:31:15 UTC,-74.009384,40.71882,-73.973767,40.762788,2
A115536,2010-04-12 12:03:26 UTC,-73.982182,40.757592,-73.981875,40.766168,1
A115537,2010-04-21 09:40:51 UTC,-73.983446,40.755796,-73.982714,40.757133,1
A115538,2010-04-18 17:58:50 UTC,-73.918084,40.746598,-73.959315,40.731215,1
A115539,2010-04-25 01:32:28 UTC,-73.992886,40.749643,-73.974243,40.752944,2
A115540,2010-04-11 17:54:12 UTC,-73.983914,40.765381,-74.009258,40.747434,1
A115541,2010-04-13 14:03:29 UTC,-73.975355,40.760584,-73.989869,40.736746,2
A115542,2010-04-11 14:02:53 UTC,-73.97901,40.755521,-73.983923,40.746415,4
A115543,2010-04-22 03:05:32 UTC,-73.950947,40.724191,-73.979435,40.763932,1
A115544,2010-04-14 08:29:25 UTC,-73.961861,40.757892,-73.969431,40.754318,2
A115545,2010-04-22 12:47:14 UTC,-73.866162,40.771264,-73.891415,40.722446,1
A115546,2010-04-15 21:50:08 UTC,-73.998601,40.760694,-73.96623,40.684885,4
A115547,2010-04-14 19:54:56 UTC,-73.946074,40.773489,-73.936427,40.804032,1
A115548,2010-04-16 19:38:46 UTC,-74.005332,40.726122,-73.789882,40.643097,1
A115549,2010-04-18 00:36:45 UTC,-73.982528,40.782528,-73.986629,40.731348,3
A115550,2010-04-22 11:32:00 UTC,-73.99048,40.758743,-74.002643,40.760157,2
A115551,2010-04-23 18:48:52 UTC,-73.95793,40.761701,-73.962034,40.758085,1
A115552,2010-04-16 22:04:55 UTC,-73.95402,40.774685,-74.006688,40.744244,2
A115553,2010-04-19 06:58:41 UTC,-73.972464,40.745313,-73.978965,40.753077,1
A115554,2010-04-21 17:13:44 UTC,-73.951662,40.78279,-73.953951,40.77466,2
A115555,2010-04-22 18:31:45 UTC,-73.994192,40.731852,-73.946768,40.776461,1
A115556,2010-04-22 22:10:18 UTC,-73.952906,40.783154,-73.992101,40.731223,1
A115557,2010-04-21 22:52:08 UTC,-73.995017,40.73948,-74.00854,40.710393,1
A115558,2010-04-12 18:04:00 UTC,-73.961145,40.774817,-73.955908,40.764395,1
A115559,2010-04-23 01:02:45 UTC,-74.004767,40.740771,-73.994695,40.750489,2
A115560,2010-04-16 19:52:33 UTC,-73.969255,40.758948,-74.002118,40.649427,1
A115561,2010-04-16 17:53:07 UTC,-73.975329,40.787037,-73.980249,40.772134,1
A115562,2010-04-23 03:21:42 UTC,-73.989549,40.720532,-73.945235,40.773416,1
A115563,2010-04-23 14:58:53 UTC,-73.961819,40.767755,-73.983269,40.745466,1
A115564,2010-04-23 09:09:57 UTC,-73.974454,40.761665,-73.984981,40.741774,2
A115565,2010-04-12 18:12:39 UTC,-73.966318,40.794596,-73.954228,40.80859,1
A115566,2010-04-23 16:01:22 UTC,-73.985302,40.745739,-73.981947,40.761839,1
A115567,2010-04-18 20:39:21 UTC,-73.990047,40.700804,-73.991134,40.733508,1
A115568,2010-04-20 15:42:05 UTC,-73.981589,40.780656,-73.983329,40.775412,1
A115569,2010-04-16 10:10:51 UTC,-73.987841,40.747186,-73.976013,40.754563,1
A115570,2010-04-20 19:52:09 UTC,-73.963394,40.765859,-73.953847,40.778918,1
A115571,2010-04-14 00:57:25 UTC,-73.985163,40.759457,-73.989717,40.725643,1
A115572,2010-04-22 17:35:56 UTC,-73.988109,40.728145,-73.996951,40.720563,1
A115573,2010-04-15 08:34:34 UTC,-73.981156,40.753287,-73.999141,40.728211,1
A115574,2010-04-22 16:46:21 UTC,-73.979896,40.761333,-73.971326,40.754874,1
A115575,2010-04-12 09:37:33 UTC,-73.992491,40.743716,-73.993908,40.735487,1
A115576,2010-04-17 08:36:15 UTC,-73.979081,40.76516,-74.008459,40.734358,1
A115577,2010-04-22 19:06:58 UTC,-74.008205,40.738615,-74.007941,40.746215,1
A115578,2010-04-18 05:28:59 UTC,-73.996318,40.748901,-73.98878,40.739618,1
A115579,2010-04-24 22:23:58 UTC,-74.005062,40.718969,-73.989143,40.774954,1
A115580,2010-04-12 12:59:49 UTC,-73.97594,40.756208,-73.972703,40.780813,1
A115581,2010-04-16 12:35:00 UTC,-73.965438,40.762933,-73.970612,40.766468,1
A115582,2010-04-21 16:37:00 UTC,-73.99441,40.750497,-73.99339,40.761425,2
A115583,2010-04-20 18:25:07 UTC,-73.990881,40.724233,-73.984095,40.72936,1
A115584,2010-04-19 19:58:23 UTC,-73.979584,40.757904,-73.967988,40.710709,1
A115585,2010-04-24 02:35:18 UTC,-73.990972,40.734058,-73.996949,40.741637,2
A115586,2010-04-24 20:57:01 UTC,-73.996806,40.729656,-73.988945,40.729143,1
A115587,2010-04-22 20:34:57 UTC,-74.001274,40.747353,-73.996865,40.742602,1
A115588,2010-04-11 13:26:29 UTC,-73.996364,40.76288,-73.984021,40.756896,3
A115589,2010-04-23 11:36:52 UTC,-73.973801,40.750434,-73.991917,40.749477,1
A115590,2010-04-19 15:15:00 UTC,-73.995211,40.727275,-73.989957,40.756667,1
A115591,2010-04-22 18:41:52 UTC,-73.958968,40.76389,-73.993721,40.761324,1
A115592,2010-04-16 21:12:14 UTC,-73.989135,40.726548,-73.988132,40.738013,1
A115593,2010-04-24 11:54:01 UTC,-73.979302,40.79121,-73.790304,40.646848,1
A115594,2010-04-20 17:40:28 UTC,-73.978933,40.78543,-73.966876,40.770595,3
A115595,2010-04-14 13:16:16 UTC,-73.971282,40.758523,-73.977109,40.760926,2
A115596,2010-04-16 08:06:22 UTC,-73.994951,40.739591,-74.010139,40.720515,1
A115597,2010-04-15 05:53:00 UTC,-73.994023,40.68154,-74.00455,40.71958,1
A115598,2010-04-24 19:10:52 UTC,-73.786723,40.641154,-73.973106,40.670447,1
A115599,2010-04-24 20:17:41 UTC,-73.98601,40.757363,-73.950907,40.774755,1
A115600,2010-04-20 22:51:07 UTC,-74.006792,40.742941,-73.985942,40.758789,4
A115601,2010-04-14 12:49:13 UTC,-73.982301,40.770561,-73.978987,40.762635,1
A115602,2010-04-23 07:48:26 UTC,-73.980141,40.765482,-73.984856,40.77416,1
A115603,2010-04-13 07:12:17 UTC,-73.988057,40.732076,-73.981829,40.758078,1
A115604,2010-04-19 20:17:01 UTC,-73.982416,40.756412,-74.009055,40.731069,1
A115605,2010-04-16 10:43:36 UTC,-73.987617,40.775938,-73.97801,40.763805,1
A115606,2010-04-16 21:45:57 UTC,-74.004359,40.730803,-73.985433,40.718691,1
A115607,2010-04-16 12:04:38 UTC,-73.953783,40.787905,-73.978029,40.783082,1
A115608,2010-04-23 14:41:55 UTC,-73.977112,40.784946,-73.967796,40.792866,2
A115609,2010-04-22 16:40:51 UTC,-73.990517,40.761536,-74.008378,40.747527,3
A115610,2010-04-22 22:33:09 UTC,-73.986594,40.759442,-73.962408,40.756304,1
A115611,2010-04-19 09:25:41 UTC,-73.971708,40.748405,-73.982037,40.756406,1
A115612,2010-04-24 08:33:08 UTC,-73.980429,40.688167,-73.782501,40.644141,1
A115613,2010-04-12 18:12:56 UTC,-73.974134,40.756449,-73.994752,40.754485,1
A115614,2010-04-15 22:36:11 UTC,-73.975167,40.761124,-73.979786,40.746181,1
A115615,2010-04-13 03:31:00 UTC,-73.951962,40.770188,-73.984335,40.754547,1
A115616,2010-04-11 13:00:23 UTC,-73.983687,40.74436,-74.006184,40.739889,1
A115617,2010-04-21 01:09:56 UTC,-73.982253,40.771343,-73.983357,40.766063,1
A115618,2010-04-24 19:52:15 UTC,-73.980757,40.779809,-73.963869,40.757867,2
A115619,2010-04-14 16:23:19 UTC,-73.975121,40.760596,-73.978112,40.758196,2
A115620,2010-04-21 01:52:35 UTC,-73.984634,40.7568,-73.965547,40.802923,1
A115621,2010-04-17 06:14:00 UTC,-73.952137,40.781358,-73.994462,40.750212,1
A115622,2010-04-15 18:48:18 UTC,-73.969156,40.757644,-73.955886,40.776406,1
A115623,2010-04-21 13:23:49 UTC,-73.976692,40.753222,-73.972167,40.746285,1
A115624,2010-04-23 23:56:50 UTC,-73.986791,40.719653,-73.984479,40.732319,1
A115625,2010-04-19 16:57:32 UTC,-73.975995,40.780515,-73.937743,40.804679,1
A115626,2010-04-18 10:54:35 UTC,-73.87071,40.774027,-73.974665,40.758289,2
A115627,2010-04-22 12:35:11 UTC,-73.962975,40.762373,-73.990895,40.751129,1
A115628,2010-04-24 13:48:23 UTC,-73.978153,40.729541,-73.989191,40.734165,1
A115629,2010-04-12 23:37:15 UTC,-73.968385,40.759712,-73.983955,40.740002,1
A115630,2010-04-14 19:21:57 UTC,-73.970956,40.755754,-73.953601,40.771294,1
A115631,2010-04-24 13:33:31 UTC,-73.992991,40.742509,-73.946936,40.765973,1
A115632,2010-04-17 10:57:22 UTC,-73.976325,40.75956,-73.993912,40.766299,1
A115633,2010-04-17 16:56:21 UTC,-73.975239,40.790143,-73.982628,40.764262,1
A115634,2010-04-22 11:34:18 UTC,-73.963256,40.77498,-73.960494,40.80499,1
A115635,2010-04-14 23:14:26 UTC,-73.990853,40.743892,-73.971237,40.690324,1
A115636,2010-04-15 13:37:21 UTC,-73.990766,40.750854,-74.004569,40.74173,1
A115637,2010-04-15 16:01:48 UTC,-73.900555,40.741189,-73.98685,40.766656,1
A115638,2010-04-24 02:19:15 UTC,-73.986261,40.747985,-73.966627,40.759607,1
A115639,2010-04-11 20:25:00 UTC,-73.97623,40.750318,-73.926042,40.861203,1
A115640,2010-04-23 10:23:46 UTC,-73.974105,40.751542,-73.965811,40.770945,1
A115641,2010-04-19 22:55:12 UTC,-73.790516,40.645833,-73.963546,40.768576,1
A115642,2010-04-23 14:49:38 UTC,-73.96211,40.776394,-74.010546,40.720123,2
A115643,2010-04-22 07:31:15 UTC,-73.947963,40.784485,-74.012624,40.701797,1
A115644,2010-04-11 09:29:14 UTC,-73.949545,40.78771,-73.952244,40.772105,1
A115645,2010-04-17 10:03:02 UTC,-73.98938,40.776443,-73.956192,40.774667,3
